examine,[sound:audio_examine.mp3],examinar,She will examine the report.,Ella examinará el informe.,[sound:audio_example_examine.mp3]
excel,[sound:audio_excel.mp3],sobresalir,He excels in his studies.,Se destaca en sus estudios.,[sound:audio_example_excel.mp3]
excellent,[sound:audio_excellent.mp3],excelente,Her work is excellent.,Su trabajo es excelente.,[sound:audio_example_excellent.mp3]
excursion,[sound:audio_excursion.mp3],excursión,They went on an excursion.,Fueron con una excursión.,[sound:audio_example_excursion.mp3]
executive,[sound:audio_executive.mp3],ejecutivo,He is an executive at the firm.,Es ejecutivo de la empresa.,[sound:audio_example_executive.mp3]
exhibit,[sound:audio_exhibit.mp3],anexo,The museum will exhibit art.,El museo exhibirá arte.,[sound:audio_example_exhibit.mp3]
expand,[sound:audio_expand.mp3],expandir,They plan to expand the store.,Planean expandir la tienda.,[sound:audio_example_expand.mp3]
expansion,[sound:audio_expansion.mp3],expansión,The expansion is underway.,La expansión está en marcha.,[sound:audio_example_expansion.mp3]
expect,[sound:audio_expect.mp3],esperar,She expects good results.,Ella espera buenos resultados.,[sound:audio_example_expect.mp3]
expectation,[sound:audio_expectation.mp3],expectativa,His expectation was met.,Su expectativa fue cumplida.,[sound:audio_example_expectation.mp3]
expenditure,[sound:audio_expenditure.mp3],gasto,The expenditure was minimal.,El gasto fue mínimo.,[sound:audio_example_expenditure.mp3]
expense,[sound:audio_expense.mp3],gastos,The expense is reasonable.,El gasto es razonable.,[sound:audio_example_expense.mp3]
expensive,[sound:audio_expensive.mp3],caro,The watch is expensive.,El reloj es caro.,[sound:audio_example_expensive.mp3]
experience,[sound:audio_experience.mp3],experiencia,She has vast experience.,Ella tiene una vasta experiencia.,[sound:audio_example_experience.mp3]
experienced,[sound:audio_experienced.mp3],experimentado,He is experienced in his field.,Tiene experiencia en su campo.,[sound:audio_example_experienced.mp3]
experiment,[sound:audio_experiment.mp3],experimento,They will conduct an experiment.,Realizarán un experimento.,[sound:audio_example_experiment.mp3]
exploration,[sound:audio_exploration.mp3],exploración,The exploration was exciting.,La exploración fue emocionante.,[sound:audio_example_exploration.mp3]
explore,[sound:audio_explore.mp3],explorar,She loves to explore new places.,Le encanta explorar nuevos lugares.,[sound:audio_example_explore.mp3]
express,[sound:audio_express.mp3],expresar,He will express his views.,Él expresará sus puntos de vista.,[sound:audio_example_express.mp3]
extend,[sound:audio_extend.mp3],extender,They will extend the deadline.,Extenderán la fecha límite.,[sound:audio_example_extend.mp3]
extension,[sound:audio_extension.mp3],extensión,She requested an extension.,Ella solicitó una extensión.,[sound:audio_example_extension.mp3]
external,[sound:audio_external.mp3],externo,The external walls were painted.,Las paredes externas fueron pintadas.,[sound:audio_example_external.mp3]
facilities,[sound:audio_facilities.mp3],instalaciones,The facilities are modern.,Las instalaciones son modernas.,[sound:audio_example_facilities.mp3]
facility,[sound:audio_facility.mp3],instalación,The facility is well-maintained.,La instalación está bien mantenida.,[sound:audio_example_facility.mp3]
factor,[sound:audio_factor.mp3],factor,Cost is a major factor.,El costo es un factor importante.,[sound:audio_example_factor.mp3]
factory,[sound:audio_factory.mp3],fábrica,The factory produces goods.,La fábrica produce bienes.,[sound:audio_example_factory.mp3]
fail,[sound:audio_fail.mp3],fallar,He may fail if unprepared.,Puede fallar si no está preparado.,[sound:audio_example_fail.mp3]
failure,[sound:audio_failure.mp3],falla,Failure is part of learning.,El fracaso es parte del aprendizaje.,[sound:audio_example_failure.mp3]
fair,[sound:audio_fair.mp3],justo,The decision was fair.,La decisión fue justa.,[sound:audio_example_fair.mp3]
famed,[sound:audio_famed.mp3],famoso,She is famed for her art.,Ella es famosa por su arte.,[sound:audio_example_famed.mp3]
fare,[sound:audio_fare.mp3],tarifa,The bus fare is low.,La tarifa del autobús es baja.,[sound:audio_example_fare.mp3]
fault,[sound:audio_fault.mp3],falla,It was not my fault.,No fue mi culpa.,[sound:audio_example_fault.mp3]
faulty,[sound:audio_faulty.mp3],defectuoso,The gadget is faulty.,El gadget es defectuoso.,[sound:audio_example_faulty.mp3]
favor,[sound:audio_favor.mp3],favor,She did him a favor.,Ella le hizo un favor.,[sound:audio_example_favor.mp3]
fax,[sound:audio_fax.mp3],fax,He sent the fax.,Envió el fax.,[sound:audio_example_fax.mp3]
feature,[sound:audio_feature.mp3],característica,The phone has a new feature.,El teléfono tiene una nueva característica.,[sound:audio_example_feature.mp3]
fee,[sound:audio_fee.mp3],tarifa,The fee is affordable.,La tarifa es asequible.,[sound:audio_example_fee.mp3]
feedback,[sound:audio_feedback.mp3],comentario,She received positive feedback.,Ella recibió comentarios positivos.,[sound:audio_example_feedback.mp3]
field,[sound:audio_field.mp3],campo,He works in the field.,Él trabaja en el campo.,[sound:audio_example_field.mp3]
figure,[sound:audio_figure.mp3],cifra,The figure is impressive.,La figura es impresionante.,[sound:audio_example_figure.mp3]
file,[sound:audio_file.mp3],archivo,She saved the file.,Ella guardó el archivo.,[sound:audio_example_file.mp3]
fill out,[sound:audio_fillout.mp3],llenar,Please fill out the form.,Por favor complete el formulario.,[sound:audio_example_fill out.mp3]
finance,[sound:audio_finance.mp3],finanzas,He studies finance.,Estudia finanzas.,[sound:audio_example_finance.mp3]
financial,[sound:audio_financial.mp3],financiero,She handles financial matters.,Ella maneja asuntos financieros.,[sound:audio_example_financial.mp3]
firm,[sound:audio_firm.mp3],firme,The firm is well-known.,La firma es bien conocida.,[sound:audio_example_firm.mp3]
fix,[sound:audio_fix.mp3],arreglar,He will fix the error.,Él arreglará el error.,[sound:audio_example_fix.mp3]
flexible,[sound:audio_flexible.mp3],flexible,Her schedule is flexible.,Su horario es flexible.,[sound:audio_example_flexible.mp3]
flight,[sound:audio_flight.mp3],vuelo,His flight departs at 7 AM.,Su vuelo sale a las 7 am.,[sound:audio_example_flight.mp3]
flight attendant,[sound:audio_flightattendant.mp3],auxiliar de vuelo,The flight attendant is friendly.,La azafata es amigable.,[sound:audio_example_flight attendant.mp3]
fluctuate,[sound:audio_fluctuate.mp3],fluctuar,Prices fluctuate daily.,Los precios fluctúan a diario.,[sound:audio_example_fluctuate.mp3]
fluctuation,[sound:audio_fluctuation.mp3],fluctuación,There was a slight fluctuation.,Hubo una ligera fluctuación.,[sound:audio_example_fluctuation.mp3]
focus,[sound:audio_focus.mp3],enfocar,She focuses on her goals.,Ella se enfoca en sus objetivos.,[sound:audio_example_focus.mp3]
focused,[sound:audio_focused.mp3],enfocado,He stayed focused during work.,Se mantuvo enfocado durante el trabajo.,[sound:audio_example_focused.mp3]
fold,[sound:audio_fold.mp3],doblar,She can fold the clothes neatly.,Ella puede doblar la ropa cuidadosamente.,[sound:audio_example_fold.mp3]
folder,[sound:audio_folder.mp3],carpeta,He organized documents in a folder.,Organizó documentos en una carpeta.,[sound:audio_example_folder.mp3]
force,[sound:audio_force.mp3],fuerza,They used force to open the door.,Usaron la fuerza para abrir la puerta.,[sound:audio_example_force.mp3]
forecast,[sound:audio_forecast.mp3],pronóstico,The forecast predicts rain.,El pronóstico predice la lluvia.,[sound:audio_example_forecast.mp3]
foreign,[sound:audio_foreign.mp3],extranjero,She loves foreign films.,Ella ama las películas extranjeras.,[sound:audio_example_foreign.mp3]
forget,[sound:audio_forget.mp3],olvidar,He tends to forget names.,Tiende a olvidar los nombres.,[sound:audio_example_forget.mp3]
forgetful,[sound:audio_forgetful.mp3],olvidadizo,She is a bit forgetful.,Ella es un poco olvidadiza.,[sound:audio_example_forgetful.mp3]
form,[sound:audio_form.mp3],forma,Please complete the form.,Complete el formulario.,[sound:audio_example_form.mp3]
forward,[sound:audio_forward.mp3],adelante,She looked forward to the trip.,Ella esperaba con ansias el viaje.,[sound:audio_example_forward.mp3]
founded,[sound:audio_founded.mp3],fundado,The company was founded in 1990.,La compañía fue fundada en 1990.,[sound:audio_example_founded.mp3]
frank,[sound:audio_frank.mp3],franco,He is frank in his speech.,Él es Frank en su discurso.,[sound:audio_example_frank.mp3]
frankly,[sound:audio_frankly.mp3],francamente,Frankly she prefers tea.,"Francamente, ella prefiere el té.",[sound:audio_example_frankly.mp3]
fuel,[sound:audio_fuel.mp3],combustible,The car uses diesel fuel.,El auto usa combustible diesel.,[sound:audio_example_fuel.mp3]
fulfill,[sound:audio_fulfill.mp3],realizar,He works to fulfill his dreams.,Trabaja para cumplir sus sueños.,[sound:audio_example_fulfill.mp3]
function,[sound:audio_function.mp3],función,Each part has a function.,Cada parte tiene una función.,[sound:audio_example_function.mp3]
functional,[sound:audio_functional.mp3],funcional,The device is fully functional.,El dispositivo es completamente funcional.,[sound:audio_example_functional.mp3]
fundraising,[sound:audio_fundraising.mp3],recaudación de fondos,She organizes fundraising events.,Ella organiza eventos de recaudación de fondos.,[sound:audio_example_fundraising.mp3]
furniture,[sound:audio_furniture.mp3],muebles,The room has modern furniture.,La habitación tiene muebles modernos.,[sound:audio_example_furniture.mp3]
further,[sound:audio_further.mp3],más,She moved further in her studies.,Se movió más en sus estudios.,[sound:audio_example_further.mp3]
gesture,[sound:audio_gesture.mp3],gesto,He made a kind gesture.,Hizo un gesto amable.,[sound:audio_example_gesture.mp3]
goal,[sound:audio_goal.mp3],meta,She set a clear goal.,Ella estableció un objetivo claro.,[sound:audio_example_goal.mp3]
goods,[sound:audio_goods.mp3],bienes,The store sells quality goods.,La tienda vende productos de calidad.,[sound:audio_example_goods.mp3]
gradually,[sound:audio_gradually.mp3],gradualmente,She gradually improves her skills.,Ella gradualmente mejora sus habilidades.,[sound:audio_example_gradually.mp3]
grievance,[sound:audio_grievance.mp3],queja,He filed a grievance at work.,Presentó una queja en el trabajo.,[sound:audio_example_grievance.mp3]
grill,[sound:audio_grill.mp3],parrilla,They cook on a backyard grill.,Cocan en una parrilla en el patio trasero.,[sound:audio_example_grill.mp3]
growth,[sound:audio_growth.mp3],crecimiento,The company showed steady growth.,La compañía mostró un crecimiento constante.,[sound:audio_example_growth.mp3]
guarantee,[sound:audio_guarantee.mp3],garantizar,They guarantee high quality.,Garantizan alta calidad.,[sound:audio_example_guarantee.mp3]
guidelines,[sound:audio_guidelines.mp3],pautas,She follows the guidelines.,Ella sigue las pautas.,[sound:audio_example_guidelines.mp3]
haggle,[sound:audio_haggle.mp3],regatear,He likes to haggle at the market.,Le gusta regatear en el mercado.,[sound:audio_example_haggle.mp3]
handle,[sound:audio_handle.mp3],manejar,She can handle tough tasks.,Ella puede manejar tareas difíciles.,[sound:audio_example_handle.mp3]
handy,[sound:audio_handy.mp3],práctico,This tool is very handy.,Esta herramienta es muy útil.,[sound:audio_example_handy.mp3]
harbor,[sound:audio_harbor.mp3],puerto,The ship docked at the harbor.,El barco atracó en el puerto.,[sound:audio_example_harbor.mp3]
harmful,[sound:audio_harmful.mp3],dañino,Smoking is harmful to health.,Fumar es perjudicial para la salud.,[sound:audio_example_harmful.mp3]
hazardous,[sound:audio_hazardous.mp3],peligroso,The waste is hazardous.,Los desechos son peligrosos.,[sound:audio_example_hazardous.mp3]
head office,[sound:audio_headoffice.mp3],oficina central,The head office is in the city.,La oficina central está en la ciudad.,[sound:audio_example_head office.mp3]
headquarters,[sound:audio_headquarters.mp3],sede,Their headquarters is in New York.,Su sede está en Nueva York.,[sound:audio_example_headquarters.mp3]
hesitate,[sound:audio_hesitate.mp3],dudar,He did not hesitate to act.,No dudó en actuar.,[sound:audio_example_hesitate.mp3]
hesitation,[sound:audio_hesitation.mp3],vacilación,Her hesitation was brief.,Su vacilación fue breve.,[sound:audio_example_hesitation.mp3]
hide,[sound:audio_hide.mp3],esconder,She will hide the gift.,Ella esconderá el regalo.,[sound:audio_example_hide.mp3]
highlight,[sound:audio_highlight.mp3],destacar,He will highlight the main points.,Él resaltará los puntos principales.,[sound:audio_example_highlight.mp3]
highly,[sound:audio_highly.mp3],muy,She is highly skilled.,Ella es muy hábil.,[sound:audio_example_highly.mp3]
hike,[sound:audio_hike.mp3],caminata,They planned a weekend hike.,Planearon una caminata de fin de semana.,[sound:audio_example_hike.mp3]
hire,[sound:audio_hire.mp3],contratar,The company will hire new staff.,La compañía contratará un nuevo personal.,[sound:audio_example_hire.mp3]
hold,[sound:audio_hold.mp3],sostener,She will hold the meeting.,Ella celebrará la reunión.,[sound:audio_example_hold.mp3]
homepage,[sound:audio_homepage.mp3],página principal,Visit our homepage for updates.,Visite nuestra página de inicio para obtener actualizaciones.,[sound:audio_example_homepage.mp3]
host,[sound:audio_host.mp3],anfitrión,He will host the event.,Él organizará el evento.,[sound:audio_example_host.mp3]
identification,[sound:audio_identification.mp3],identificación,She showed her identification.,Ella mostró su identificación.,[sound:audio_example_identification.mp3]
identify,[sound:audio_identify.mp3],identificar,He can identify the problem.,Puede identificar el problema.,[sound:audio_example_identify.mp3]
imaginative,[sound:audio_imaginative.mp3],imaginativo,She is very imaginative.,Ella es muy imaginativa.,[sound:audio_example_imaginative.mp3]
immediate,[sound:audio_immediate.mp3],inmediato,They need an immediate response.,Necesitan una respuesta inmediata.,[sound:audio_example_immediate.mp3]
immediately,[sound:audio_immediately.mp3],inmediatamente,He replied immediately.,Respondió de inmediato.,[sound:audio_example_immediately.mp3]
impact,[sound:audio_impact.mp3],impacto,The decision had a strong impact.,La decisión tuvo un fuerte impacto.,[sound:audio_example_impact.mp3]
impatient,[sound:audio_impatient.mp3],impaciente,She was impatient for results.,Ella estaba impaciente por los resultados.,[sound:audio_example_impatient.mp3]
implement,[sound:audio_implement.mp3],implementar,They plan to implement the plan.,Planean implementar el plan.,[sound:audio_example_implement.mp3]
imply,[sound:audio_imply.mp3],implicar,His tone may imply caution.,Su tono puede implicar precaución.,[sound:audio_example_imply.mp3]
impression,[sound:audio_impression.mp3],impresión,She made a good impression.,Ella causó una buena impresión.,[sound:audio_example_impression.mp3]
improper,[sound:audio_improper.mp3],impropio,His behavior was improper.,Su comportamiento fue inapropiado.,[sound:audio_example_improper.mp3]
improve,[sound:audio_improve.mp3],mejorar,She works to improve daily.,Ella trabaja para mejorar a diario.,[sound:audio_example_improve.mp3]
improvement,[sound:audio_improvement.mp3],mejora,There is noticeable improvement.,Hay una mejora notable.,[sound:audio_example_improvement.mp3]
incentive,[sound:audio_incentive.mp3],incentivo,They offer an incentive for hard work.,Ofrecen un incentivo para el trabajo duro.,[sound:audio_example_incentive.mp3]
inclined,[sound:audio_inclined.mp3],inclinado,He is inclined to agree.,Está inclinado a estar de acuerdo.,[sound:audio_example_inclined.mp3]
include,[sound:audio_include.mp3],incluir,Please include all details.,Incluya todos los detalles.,[sound:audio_example_include.mp3]
inclusion,[sound:audio_inclusion.mp3],inclusión,Inclusion matters in the team.,La inclusión es importante en el equipo.,[sound:audio_example_inclusion.mp3]
income,[sound:audio_income.mp3],ingreso,Her income increased this year.,Sus ingresos aumentaron este año.,[sound:audio_example_income.mp3]
inconvenience,[sound:audio_inconvenience.mp3],inconveniencia,The delay caused inconvenience.,El retraso causó inconvenientes.,[sound:audio_example_inconvenience.mp3]
increase,[sound:audio_increase.mp3],aumentar,They plan to increase prices.,Planean aumentar los precios.,[sound:audio_example_increase.mp3]
indicate,[sound:audio_indicate.mp3],indicar,The sign indicates the direction.,El signo indica la dirección.,[sound:audio_example_indicate.mp3]
indication,[sound:audio_indication.mp3],indicación,There is an indication of success.,Hay una indicación de éxito.,[sound:audio_example_indication.mp3]
individual,[sound:audio_individual.mp3],individual,Each individual matters.,Cada individuo importa.,[sound:audio_example_individual.mp3]
individually,[sound:audio_individually.mp3],individualmente,They work individually.,Trabajan individualmente.,[sound:audio_example_individually.mp3]
inexperienced,[sound:audio_inexperienced.mp3],inexperto,He is inexperienced in this field.,Él no tiene experiencia en este campo.,[sound:audio_example_inexperienced.mp3]
infer,[sound:audio_infer.mp3],inferir,She can infer the meaning.,Ella puede inferir el significado.,[sound:audio_example_infer.mp3]
inflate,[sound:audio_inflate.mp3],inflar,Prices may inflate soon.,Los precios pueden inflarse pronto.,[sound:audio_example_inflate.mp3]
inflation,[sound:audio_inflation.mp3],inflación,Inflation affects the economy.,La inflación afecta a la economía.,[sound:audio_example_inflation.mp3]
influence,[sound:audio_influence.mp3],influencia,Her words influence many.,Sus palabras influyen en muchos.,[sound:audio_example_influence.mp3]
influential,[sound:audio_influential.mp3],influyente,He is an influential leader.,Es un líder influyente.,[sound:audio_example_influential.mp3]
information,[sound:audio_information.mp3],información,She provides accurate information.,Ella proporciona información precisa.,[sound:audio_example_information.mp3]
input,[sound:audio_input.mp3],aporte,Your input is valued.,Su entrada es valorada.,[sound:audio_example_input.mp3]
inquiry,[sound:audio_inquiry.mp3],consulta,He made an inquiry about the service.,Hizo una consulta sobre el servicio.,[sound:audio_example_inquiry.mp3]
install,[sound:audio_install.mp3],instalar,They will install the software.,Instalarán el software.,[sound:audio_example_install.mp3]
installation,[sound:audio_installation.mp3],instalación,The installation was completed.,La instalación se completó.,[sound:audio_example_installation.mp3]
insurance,[sound:audio_insurance.mp3],seguro,She bought travel insurance.,Ella compró un seguro de viaje.,[sound:audio_example_insurance.mp3]
insure,[sound:audio_insure.mp3],asegurar,They insure the property.,Aseguran la propiedad.,[sound:audio_example_insure.mp3]
intend,[sound:audio_intend.mp3],pretender,He intends to succeed.,Tiene la intención de tener éxito.,[sound:audio_example_intend.mp3]
intention,[sound:audio_intention.mp3],intención,Her intention is clear.,Su intención es clara.,[sound:audio_example_intention.mp3]
intently,[sound:audio_intently.mp3],atentamente,She listened intently.,Ella escuchó atentamente.,[sound:audio_example_intently.mp3]
intern,[sound:audio_intern.mp3],becario,He works as an intern.,Él trabaja como pasante.,[sound:audio_example_intern.mp3]
internal,[sound:audio_internal.mp3],interno,They hold an internal meeting.,Realizan una reunión interna.,[sound:audio_example_internal.mp3]
international,[sound:audio_international.mp3],internacional,She studies international relations.,Ella estudia las relaciones internacionales.,[sound:audio_example_international.mp3]
internship,[sound:audio_internship.mp3],pasantía,He completed an internship.,Completó una pasantía.,[sound:audio_example_internship.mp3]
interrupt,[sound:audio_interrupt.mp3],interrumpir,Please do not interrupt.,"Por favor, no interrumpas.",[sound:audio_example_interrupt.mp3]
interview,[sound:audio_interview.mp3],entrevista,She has an interview today.,Ella tiene una entrevista hoy.,[sound:audio_example_interview.mp3]
invaluable,[sound:audio_invaluable.mp3],inestimable,His advice is invaluable.,Su consejo es invaluable.,[sound:audio_example_invaluable.mp3]
invent,[sound:audio_invent.mp3],inventar,She loves to invent new games.,Le encanta inventar nuevos juegos.,[sound:audio_example_invent.mp3]
invention,[sound:audio_invention.mp3],invención,The invention is innovative.,La invención es innovadora.,[sound:audio_example_invention.mp3]
inventory,[sound:audio_inventory.mp3],inventario,They checked the inventory.,Revisaron el inventario.,[sound:audio_example_inventory.mp3]
invest,[sound:audio_invest.mp3],invertir,He plans to invest wisely.,Planea invertir sabiamente.,[sound:audio_example_invest.mp3]
investigate,[sound:audio_investigate.mp3],investigar,They will investigate the issue.,Investigarán el problema.,[sound:audio_example_investigate.mp3]
investigation,[sound:audio_investigation.mp3],investigación,The investigation is ongoing.,La investigación está en curso.,[sound:audio_example_investigation.mp3]
investment,[sound:audio_investment.mp3],inversión,She made a sound investment.,Ella hizo una buena inversión.,[sound:audio_example_investment.mp3]
invite,[sound:audio_invite.mp3],invitar,He will invite her to dinner.,Él la invitará a cenar.,[sound:audio_example_invite.mp3]
invoice,[sound:audio_invoice.mp3],factura,She sent the invoice.,Ella envió la factura.,[sound:audio_example_invoice.mp3]
isolate,[sound:audio_isolate.mp3],aislar,They will isolate the affected area.,Aislarán el área afectada.,[sound:audio_example_isolate.mp3]
issue,[sound:audio_issue.mp3],asunto,The issue was discussed.,El tema fue discutido.,[sound:audio_example_issue.mp3]
item,[sound:audio_item.mp3],artículo,He bought a rare item.,Compró un artículo raro.,[sound:audio_example_item.mp3]
itemize,[sound:audio_itemize.mp3],detallar,Please itemize your expenses.,Detalla sus gastos.,[sound:audio_example_itemize.mp3]
itinerary,[sound:audio_itinerary.mp3],itinerario,She prepared the itinerary.,Ella preparó el itinerario.,[sound:audio_example_itinerary.mp3]
jealous,[sound:audio_jealous.mp3],celoso,He felt jealous of his friend.,Se sintió celoso de su amigo.,[sound:audio_example_jealous.mp3]
jeopardize,[sound:audio_jeopardize.mp3],poner en peligro,He won't jeopardize his career.,No pondrá en peligro su carrera.,[sound:audio_example_jeopardize.mp3]
jeopardy,[sound:audio_jeopardy.mp3],peligro,Their safety is in jeopardy.,Su seguridad está en peligro.,[sound:audio_example_jeopardy.mp3]
jobless,[sound:audio_jobless.mp3],desempleado,Many were left jobless.,Muchos quedaron sin trabajo.,[sound:audio_example_jobless.mp3]
join,[sound:audio_join.mp3],unirse,She will join the team.,Ella se unirá al equipo.,[sound:audio_example_join.mp3]
joint,[sound:audio_joint.mp3],articulación,They have a joint venture.,Tienen una empresa conjunta.,[sound:audio_example_joint.mp3]
journal,[sound:audio_journal.mp3],diario,He writes in his journal.,Él escribe en su diario.,[sound:audio_example_journal.mp3]
journey,[sound:audio_journey.mp3],viaje,The journey was exciting.,El viaje fue emocionante.,[sound:audio_example_journey.mp3]
judge,[sound:audio_judge.mp3],juez,She was chosen to judge.,Fue elegida para juzgar.,[sound:audio_example_judge.mp3]
justice,[sound:audio_justice.mp3],justicia,They seek justice.,Buscan justicia.,[sound:audio_example_justice.mp3]
justification,[sound:audio_justification.mp3],justificación,He provided justification for his action.,Proporcionó justificación para su acción.,[sound:audio_example_justification.mp3]
justify,[sound:audio_justify.mp3],justificar,She must justify her decision.,Ella debe justificar su decisión.,[sound:audio_example_justify.mp3]
keen,[sound:audio_keen.mp3],entusiasta,He is keen to learn.,Está ansioso por aprender.,[sound:audio_example_keen.mp3]
keep,[sound:audio_keep.mp3],mantener,Keep your promises.,Mantenga sus promesas.,[sound:audio_example_keep.mp3]
knock,[sound:audio_knock.mp3],golpear,He will knock on the door.,Él tocará la puerta.,[sound:audio_example_knock.mp3]
know,[sound:audio_know.mp3],saber,She knows the answer.,Ella sabe la respuesta.,[sound:audio_example_know.mp3]
knowledge,[sound:audio_knowledge.mp3],conocimiento,Knowledge is power.,El conocimiento es poder.,[sound:audio_example_knowledge.mp3]
knowledgeable,[sound:audio_knowledgeable.mp3],conocedor,He is very knowledgeable.,Está muy bien informado.,[sound:audio_example_knowledgeable.mp3]
label,[sound:audio_label.mp3],etiqueta,She attached a label.,Ella adjuntó una etiqueta.,[sound:audio_example_label.mp3]
labor,[sound:audio_labor.mp3],mano de obra,The labor was hard.,El trabajo era difícil.,[sound:audio_example_labor.mp3]
lack,[sound:audio_lack.mp3],falta,There is a lack of resources.,Hay una falta de recursos.,[sound:audio_example_lack.mp3]
landlord,[sound:audio_landlord.mp3],propietario,The landlord fixed the leak.,El propietario fijó la fuga.,[sound:audio_example_landlord.mp3]
laptop,[sound:audio_laptop.mp3],computadora portátil,She uses a laptop for work.,Ella usa una computadora portátil para el trabajo.,[sound:audio_example_laptop.mp3]
launch,[sound:audio_launch.mp3],lanzamiento,They will launch a new product.,Lanzarán un nuevo producto.,[sound:audio_example_launch.mp3]
law,[sound:audio_law.mp3],ley,She studies the law.,Ella estudia la ley.,[sound:audio_example_law.mp3]
lay off,[sound:audio_layoff.mp3],Suspender,They had to lay off staff.,Tuvieron que despedir al personal.,[sound:audio_example_lay off.mp3]
leak,[sound:audio_leak.mp3],filtración,There is a leak in the pipe.,Hay una fuga en la tubería.,[sound:audio_example_leak.mp3]
lean,[sound:audio_lean.mp3],inclinarse,She will lean against the wall.,Ella se apoyará contra la pared.,[sound:audio_example_lean.mp3]
lease,[sound:audio_lease.mp3],alquiler,They signed a lease agreement.,Firmaron un contrato de arrendamiento.,[sound:audio_example_lease.mp3]
leisure,[sound:audio_leisure.mp3],ocio,She enjoys leisure time.,Le gusta el tiempo libre.,[sound:audio_example_leisure.mp3]
lend,[sound:audio_lend.mp3],prestar,He will lend her a book.,Él le prestará un libro.,[sound:audio_example_lend.mp3]
liability,[sound:audio_liability.mp3],responsabilidad,He accepted full liability.,Aceptó responsabilidad total.,[sound:audio_example_liability.mp3]
license,[sound:audio_license.mp3],licencia,She renewed her driver’s license.,Ella renovó su licencia de conducir.,[sound:audio_example_license.mp3]
licensing,[sound:audio_licensing.mp3],licencia,They focus on licensing deals.,Se centran en acuerdos de licencia.,[sound:audio_example_licensing.mp3]
lie,[sound:audio_lie.mp3],mentir,He should not lie.,No debe mentir.,[sound:audio_example_lie.mp3]
limited,[sound:audio_limited.mp3],limitado,The offer is limited.,La oferta es limitada.,[sound:audio_example_limited.mp3]
limousine,[sound:audio_limousine.mp3],limusina,They rode in a limousine.,Montaban en una limusina.,[sound:audio_example_limousine.mp3]
list,[sound:audio_list.mp3],lista,She made a shopping list.,Ella hizo una lista de compras.,[sound:audio_example_list.mp3]
livestock,[sound:audio_livestock.mp3],ganado,The farm raises livestock.,La granja cría ganado.,[sound:audio_example_livestock.mp3]
loan,[sound:audio_loan.mp3],préstamo,He applied for a loan.,Solicitó un préstamo.,[sound:audio_example_loan.mp3]
lobby,[sound:audio_lobby.mp3],vestíbulo,They waited in the lobby.,Esperaron en el vestíbulo.,[sound:audio_example_lobby.mp3]
local,[sound:audio_local.mp3],local,She shops at local stores.,Ella compra en las tiendas locales.,[sound:audio_example_local.mp3]
locate,[sound:audio_locate.mp3],localizar,He will locate the address.,Él localizará la dirección.,[sound:audio_example_locate.mp3]
log on,[sound:audio_logon.mp3],acceder,She will log on to the system.,Ella iniciará sesión en el sistema.,[sound:audio_example_log on.mp3]
log out,[sound:audio_logout.mp3],finalizar la sesión,He will log out now.,Él cerrará la sesión ahora.,[sound:audio_example_log out.mp3]
loyal,[sound:audio_loyal.mp3],leal,She is loyal to her team.,Ella es leal a su equipo.,[sound:audio_example_loyal.mp3]
luggage,[sound:audio_luggage.mp3],equipaje,His luggage is heavy.,Su equipaje es pesado.,[sound:audio_example_luggage.mp3]
luxurious,[sound:audio_luxurious.mp3],lujoso,They enjoy a luxurious lifestyle.,Disfrutan de un estilo de vida lujoso.,[sound:audio_example_luxurious.mp3]
luxury,[sound:audio_luxury.mp3],lujo,He dreams of luxury.,Sueña con lujo.,[sound:audio_example_luxury.mp3]
maintain,[sound:audio_maintain.mp3],mantener,She strives to maintain balance.,Ella se esfuerza por mantener el equilibrio.,[sound:audio_example_maintain.mp3]
maintenance,[sound:audio_maintenance.mp3],mantenimiento,Regular maintenance is needed.,Se necesita mantenimiento regular.,[sound:audio_example_maintenance.mp3]
major,[sound:audio_major.mp3],importante,This is a major event.,Este es un evento importante.,[sound:audio_example_major.mp3]
manage,[sound:audio_manage.mp3],administrar,He can manage the project.,Él puede administrar el proyecto.,[sound:audio_example_manage.mp3]
managerial,[sound:audio_managerial.mp3],gerencial,She has strong managerial skills.,Ella tiene fuertes habilidades gerenciales.,[sound:audio_example_managerial.mp3]
mandatory,[sound:audio_mandatory.mp3],obligatorio,Attendance is mandatory.,La asistencia es obligatoria.,[sound:audio_example_mandatory.mp3]
manufacture,[sound:audio_manufacture.mp3],fabricar,They manufacture quality products.,Fabrican productos de calidad.,[sound:audio_example_manufacture.mp3]
manufacturing,[sound:audio_manufacturing.mp3],fabricación,Manufacturing costs are high.,Los costos de fabricación son altos.,[sound:audio_example_manufacturing.mp3]
marketing,[sound:audio_marketing.mp3],marketing,She works in marketing.,Ella trabaja en marketing.,[sound:audio_example_marketing.mp3]
mechanic,[sound:audio_mechanic.mp3],mecánico,He is a skilled mechanic.,Es un mecánico experto.,[sound:audio_example_mechanic.mp3]
medic,[sound:audio_medic.mp3],médico,She works as a medic.,Ella trabaja como médica.,[sound:audio_example_medic.mp3]
medical,[sound:audio_medical.mp3],médico,He receives medical care.,Recibe atención médica.,[sound:audio_example_medical.mp3]
medication,[sound:audio_medication.mp3],medicamento,She takes her medication daily.,Ella toma su medicamento a diario.,[sound:audio_example_medication.mp3]
